证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
600480.SH,凌云股份,国务院国有资产监督管理委员会,国资委,凌云工业股份有限公司,河北省涿州市松林店镇,河北省,"7,016,211,341.2300",911306006014942964
002442.SZ,龙星化工,刘江山,个人,龙星化工股份有限公司,河北省沙河市东环路龙星街1号,河北省,"2,871,297,000.0000",91130500769806003D
300847.SZ,中船汉光,中国船舶重工集团有限公司,中央国有企业,中船重工汉光科技股份有限公司,河北省邯郸市丛台区开发区世纪大街12号,河北省,"4,019,815,800.0000",9113040072339877XH
000408.SZ,藏格矿业,肖永明,个人,藏格矿业股份有限公司,青海省格尔木市昆仑南路15-02号,青海省,"52,596,879,229.4400",9113040060115569X8
300138.SZ,晨光生物,卢庆国,个人,晨光生物科技集团股份有限公司,河北省邯郸市曲周县城晨光路1号,河北省,"8,444,467,757.3500",91130400106900891W
000778.SZ,新兴铸管,国务院国有资产监督管理委员会,国资委,新兴铸管股份有限公司,河北省武安市上洛阳村北,河北省,"18,876,863,232.4800",91130400104365768G
002459.SZ,晶澳科技,靳保芳,个人,晶澳太阳能科技股份有限公司,河北省宁晋县新兴路123号,河北省,"141,394,894,576.8800",91130300601142274F
300869.SZ,康泰医学,胡坤,个人,康泰医学系统(秦皇岛)股份有限公司,河北省秦皇岛市海港区经济技术开发区秦皇西大街112号,河北省,"15,943,297,024.0000",91130300601108025E
300922.SZ,天秦装备,宋金锁,个人,秦皇岛天秦装备制造股份有限公司,河北省秦皇岛市海港区经济技术开发区雪山路5号,河北省,"3,386,001,840.0000",91130300105390439K
000889.SZ,中嘉博创,吴鹰,个人,中嘉博创信息技术股份有限公司,河北省秦皇岛市海港区河北大街中段146号26层,河北省,"4,672,092,668.8400",91130300104366111M
603938.SH,三孚股份,孙任靖,个人,唐山三孚硅业股份有限公司,河北省唐山市曹妃甸区南堡开发区希望路512号,河北省,"8,316,226,308.0000",9113020079419263XH
601258.SH,庞大集团,黄继宏,个人,庞大汽贸集团股份有限公司,河北省唐山市滦县火车站东一公里处,河北省,"15,034,020,852.9000",91130200746886581K
605196.SH,华通线缆,"张书军,张文东,张文勇",个人,河北华通线缆集团股份有限公司,河北省唐山市丰南经济开发区华通街111号,河北省,"5,727,089,707.4000",9113020074017492XD
600997.SH,开滦股份,河北省人民政府国有资产监督管理委员会,地方国资委,开滦能源化工股份有限公司,河北省唐山市新华东道70号东楼,河北省,"12,130,790,861.6400",91130200730266302W
600409.SH,三友化工,,,唐山三友化工股份有限公司,河北省唐山市南堡开发区,河北省,"18,393,353,581.6800",91130200721620963C
603385.SH,惠达卫浴,"董化忠,王惠文,王彦庆,王彦伟",个人,惠达卫浴股份有限公司,河北省唐山市丰南区黄各庄镇惠达路7号,河北省,"3,349,015,015.5800",91130200713109049Q
300371.SZ,汇中股份,张力新,个人,汇中仪表股份有限公司,河北省唐山市高新技术产业开发区高新西道126号,河北省,"2,382,748,146.8000",91130200700722805D
000856.SZ,冀东装备,北京市人民政府国有资产监督管理委员会,地方国资委,唐山冀东装备工程股份有限公司,河北省唐山市曹妃甸装备制造产业园区,河北省,"2,256,380,000.0000",9113020070071264XQ
002049.SZ,紫光国微,中华人民共和国教育部,中央国家机关,紫光国芯微电子股份有限公司,河北省唐山市玉田县无终西街3129号,河北省,"126,859,312,269.9500",911302006010646915
830964.BJ,润农节水,"李明欣,薛宝松",个人,河北润农节水科技股份有限公司,河北省唐山市玉田县开发区102国道南(原彩亭桥镇东五里屯村),河北省,"1,097,073,600.0000",9113020057675573XY
300981.SZ,中红医疗,厦门市人民政府国有资产监督管理委员会,地方国资委,中红普林医疗用品股份有限公司,河北省唐山市滦南经济开发区城西园区,河北省,"12,333,580,000.0000",911302005661986189
000401.SZ,冀东水泥,北京市人民政府国有资产监督管理委员会,地方国资委,唐山冀东水泥股份有限公司,河北省唐山市丰润区林荫路,河北省,"31,101,090,075.9000",91130200104364503X
003031.SZ,中瓷电子,国务院国有资产监督管理委员会,国资委,河北中瓷电子科技股份有限公司,河北省石家庄市鹿泉经济开发区昌盛大街21号,河北省,"14,616,746,634.0400",91130185693456472R
300765.SZ,新诺威,蔡东晨,个人,石药集团新诺威制药股份有限公司,河北省石家庄市栾城区张举路62号,河北省,"8,102,640,000.0000",91130100787019708G
300368.SZ,汇金股份,邯郸市人民政府国有资产监督管理委员会,地方国资委,河北汇金集团股份有限公司,河北省石家庄市高新区湘江道209号,河北省,"4,718,338,623.2500",911301007727529744
002691.SZ,冀凯股份,冯春保,个人,冀凯装备制造股份有限公司,河北省石家庄市高新区湘江道418号,河北省,"1,740,800,000.0000",91130100750262704U
838163.BJ,方大股份,杨志,个人,河北方大包装股份有限公司,河北省石家庄市元氏县元氏大街405号,河北省,"815,220,000.0000",9113010075026091X7
300255.SZ,常山药业,高树华,个人,河北常山生化药业股份有限公司,河北省石家庄市中国(河北)自由贸易试验区正定片区正定县高新技术产业开发区南区梦龙街71号,河北省,"6,825,258,209.4000",91130100732914772Y
300081.SZ,恒信东方,孟宪民,个人,恒信东方文化股份有限公司,北京市东城区藏经馆胡同2号3幢一层101,北京,"8,621,044,601.4000",91130100732910720N
300491.SZ,通合科技,"贾彤颖,马晓峰",个人,石家庄通合电子科技股份有限公司,河北省石家庄市高新区漓江道350号,河北省,"2,554,965,621.2700",91130100700964396T
002282.SZ,博深股份,"陈怀荣,程辉,吕桂芹,任京建,张淑玉",个人,博深股份有限公司,河北省石家庄市高新区长江大道289号,河北省,"4,803,028,734.1200",9113010070096429XC
000158.SZ,常山北明,石家庄市人民政府国有资产监督管理委员会,地方国资委,石家庄常山北明科技股份有限公司,河北省石家庄市和平东路161号,河北省,"10,311,077,850.4500",91130100700715920E
000958.SZ,东方能源,国务院国有资产监督管理委员会,国资委,国家电投集团东方新能源股份有限公司,河北省石家庄市建华南大街161号,河北省,"28,532,118,156.0000",91130100700714215X
000600.SZ,建投能源,河北省人民政府国有资产监督管理委员会,地方国资委,河北建投能源投资股份有限公司,河北省石家庄市裕华西路9号,河北省,"7,721,909,680.5600",91130100236018805C
600803.SH,新奥股份,王玉锁,个人,新奥天然气股份有限公司,河北省石家庄市和平东路383号,河北省,"43,911,521,341.1700",91130100107744755W
603050.SH,科林电气,"董彩宏,李砚如,邱士勇,屈国旺,张成锁",个人,石家庄科林电气股份有限公司,河北省石家庄市鹿泉区红旗大街南降壁路段,河北省,"2,303,383,420.0000",91130100104438867L
600812.SH,华北制药,河北省人民政府国有资产监督管理委员会,地方国资委,华北制药股份有限公司,河北省石家庄市和平东路388号,河北省,"13,657,213,745.2000",91130100104397700P
000413.SZ,东旭光电,李兆廷,个人,东旭光电科技股份有限公司,河北省石家庄市高新技术产业开发区黄河大道9号,河北省,"10,741,290,229.3200",911301001043959836
300137.SZ,先河环保,李玉国,个人,河北先河环保科技股份有限公司,河北省石家庄市湘江道251号,河北省,"3,523,116,104.6000",91130100104363113U
002494.SZ,华斯股份,贺国英,个人,华斯控股股份有限公司,河北省沧州市肃宁县尚村镇,河北省,"1,696,467,599.2000",91130000752446136W
601000.SH,唐山港,唐山市人民政府国有资产监督管理委员会,地方国资委,唐山港集团股份有限公司,河北省唐山市海港经济开发区,河北省,"16,118,525,830.0800",911300007468680177
600906.SH,财达证券,河北省人民政府国有资产监督管理委员会,地方国资委,财达证券股份有限公司,河北省石家庄市桥西区自强路35号,河北省,"35,500,300,000.0000",91130000738711917Q
000937.SZ,冀中能源,河北省人民政府国有资产监督管理委员会,地方国资委,冀中能源股份有限公司,河北省邢台市中兴西大街191号,河北省,"24,558,150,607.5000",911300007183116254
600135.SH,乐凯胶片,国务院国有资产监督管理委员会,国资委,乐凯胶片股份有限公司,河北省保定市满城区满城经济开发区建业路6号,河北省,"3,956,145,757.8500",911300007007101420
